PID,location_id,StateFIPS,StatePostal,StateName,StatePolicy,Mandate,StateWide,SWGeo,SWPop,DateIssued,DateEnacted,DateExpiry,DateEnded,Extends,Expands,Eases,Ends,Depends,PolicyCodingNotes,PolicySource,PolicySourceID,LastUpdated,LastUpdatedNotes,UpdatingSource1,UpdatingSource2
NV0021,551,32,NV,Nevada,SchoolClose,1,1,1,1,20200414,20200414,20200430,,NV0017,,,,,"(quote) County School Districts, Charter Schools, and Private Schools may reopen no earlier than April 30, 2020 (quote)",http://gov.nv.gov/News/Emergency_Orders/2020/2020-04-14_-_COVID-19_Declaration_of_Emergency_Directive_014/,Nevada0014,20200515,,http://gov.nv.gov/News/Emergency_Orders/Emergency_Orders/,
NV0034,551,32,NV,Nevada,SchoolClose,1,1,1,1,20200421,20200421,,,NV0021,,,,,DOE announces that schools will not reopen for remainder of 2019-2020 academic year. Thus no expiry ,http://www.doe.nv.gov/News__Media/Press_Releases/2020/Governor_Sisolak_Announces_Nevada_School_Buildings_will_not_Re-Open_During_the_2019-20_School_Year/,Nevada0017,20200516,,http://gov.nv.gov/News/Emergency_Orders/Emergency_Orders/,
NV0022,551,32,NV,Nevada,OtherBusinessClose,1,1,1,1,20200429,20200501,20200515,,,,NV0012,,,(quote) non-essential retail businesses identified in Directive 003 Emergency Regulation may resume retail sales on a curbside or home delivery basis only (quote) ,http://gov.nv.gov/News/Emergency_Orders/2020/2020-04-29_-_COVID-19_Declaration_of_Emergency_Directive_016_(Attachments)/,Nevada0015,20200515,,http://gov.nv.gov/News/Emergency_Orders/Emergency_Orders/,
NV0023,551,32,NV,Nevada,BusinessHealthSafety,0,1,1,1,20200507,20200507,20200530,,,,,,,Businesses strongly encouraged to incorporate safety measures - see Section 11. ,http://gov.nv.gov/News/Emergency_Orders/2020/2020-05-07_-_COVID-19_Declaration_of_Emergency_Directive_018_-_Phase_One_Reopening_(Attachments)/,Nevada0016,20200515,,http://gov.nv.gov/News/Emergency_Orders/Emergency_Orders/,
NV0027,551,32,NV,Nevada,CaseIsolation,1,1,1,1,20200507,20200507,20200530,,,,,,,"See section 6 - (quote) persons testing positive for COVID-19 shall stay at home and ""self-quarantine"" for a minimum of two weeks, except as necessary to care for themselves or seek medical care (quote) ",http://gov.nv.gov/News/Emergency_Orders/2020/2020-05-07_-_COVID-19_Declaration_of_Emergency_Directive_018_-_Phase_One_Reopening_(Attachments)/,Nevada0016,20200515,,http://gov.nv.gov/News/Emergency_Orders/Emergency_Orders/,
NV0033,551,32,NV,Nevada,EmergDec,1,1,1,1,20200507,20200507,20200530,,NV0020,,,,,Extends previous directives re state of emergency. ,http://gov.nv.gov/News/Emergency_Orders/2020/2020-05-07_-_COVID-19_Declaration_of_Emergency_Directive_018_-_Phase_One_Reopening_(Attachments)/,Nevada0016,20200516,,http://gov.nv.gov/News/Emergency_Orders/Emergency_Orders/,
NV0028,551,32,NV,Nevada,GathRestrict10,1,1,1,1,20200507,20200507,20200530,,NV0010,,,,,"See section 7 - (quote) effective May 9, 2020, the Nevada general public shall not gather in groups of ten or more in any indoor or outdoor area, whether publicly owned or privately owned (quote) ",http://gov.nv.gov/News/Emergency_Orders/2020/2020-05-07_-_COVID-19_Declaration_of_Emergency_Directive_018_-_Phase_One_Reopening_(Attachments)/,Nevada0016,20200515,,http://gov.nv.gov/News/Emergency_Orders/Emergency_Orders/,
NV0029,551,32,NV,Nevada,GathRestrictAny,1,1,1,1,20200507,20200507,20200530,,NV0019,,,,,,http://gov.nv.gov/News/Emergency_Orders/2020/2020-05-07_-_COVID-19_Declaration_of_Emergency_Directive_018_-_Phase_One_Reopening_(Attachments)/,Nevada0016,20200515,,http://gov.nv.gov/News/Emergency_Orders/Emergency_Orders/,
NV0031,551,32,NV,Nevada,OtherBusinessClose,1,1,1,1,20200507,20200507,20200530,,NV0008,,,,,"Businesses required to remain closed after the easing listed in Section 19. (Nightclubs Bars, pubs, and taverns not covered by Sections 17 or 18 of this Directive Gyms and fitness facilities Recreation and community centers including public pools Museums and art galleries Zoos and aquariums Spas, not to include nail salons, hair salons, and barber shops covered in Section 16 of this Directive Body art facilities Body piercing facilities Tanning salons)",http://gov.nv.gov/News/Emergency_Orders/2020/2020-05-07_-_COVID-19_Declaration_of_Emergency_Directive_018_-_Phase_One_Reopening_(Attachments)/,Nevada0016,20200515,,http://gov.nv.gov/News/Emergency_Orders/Emergency_Orders/,
NV0032,551,32,NV,Nevada,OtherBusinessClose,1,1,1,1,20200507,20200507,20200530,,NV0014,,,,,"(quote) amended. Gaming operations, not including licensed online gaming or mobile wagering operations, shall remain closed through Phase One (quote) ",http://gov.nv.gov/News/Emergency_Orders/2020/2020-05-07_-_COVID-19_Declaration_of_Emergency_Directive_018_-_Phase_One_Reopening_(Attachments)/,Nevada0016,20200515,,http://gov.nv.gov/News/Emergency_Orders/Emergency_Orders/,
NV0026,551,32,NV,Nevada,PublicMask,0,1,1,1,20200507,20200507,20200530,,,,,,,"(quote) To reduce the spread of COVID-19 via respiratory transmission, the Nevada public should utilize face coverings in public spaces. (quote) ",http://gov.nv.gov/News/Emergency_Orders/2020/2020-05-07_-_COVID-19_Declaration_of_Emergency_Directive_018_-_Phase_One_Reopening_(Attachments)/,Nevada0016,20200515,,http://gov.nv.gov/News/Emergency_Orders/Emergency_Orders/,
NV0030,551,32,NV,Nevada,RestaurantRestrict,1,1,1,1,20200507,20200507,20200530,,,,NV0016,,,See Section 17 for easing guidelines for restaurant restrictions. ,http://gov.nv.gov/News/Emergency_Orders/2020/2020-05-07_-_COVID-19_Declaration_of_Emergency_Directive_018_-_Phase_One_Reopening_(Attachments)/,Nevada0016,20200515,,http://gov.nv.gov/News/Emergency_Orders/Emergency_Orders/,
NV0024,551,32,NV,Nevada,StayAtHome,0,0,1,0,20200507,20200507,20200530,,,,NV0011,,,,http://gov.nv.gov/News/Emergency_Orders/2020/2020-05-07_-_COVID-19_Declaration_of_Emergency_Directive_018_-_Phase_One_Reopening_(Attachments)/,Nevada0016,20200515,,http://gov.nv.gov/News/Emergency_Orders/Emergency_Orders/,
NV0025,551,32,NV,Nevada,StayAtHome,0,1,1,1,20200507,20200509,20200530,,,,NV0011,,,"Easing of the mandatory stayathome (quote) Recognizing that COVID-19 is still present in Nevada and highly contagious, Nevadans are advised that they are safer at home and should avoid interpersonal contact with persons not residing in their households to the extent practicable.(quote)",http://gov.nv.gov/News/Emergency_Orders/2020/2020-05-07_-_COVID-19_Declaration_of_Emergency_Directive_018_-_Phase_One_Reopening_(Attachments)/,Nevada0016,20200515,,http://gov.nv.gov/News/Emergency_Orders/Emergency_Orders/,
NH0001,552,33,NH,New Hampshire,EmergDec,1,1,1,1,20200313,20200313,20200403,,,,,,,"State of Emergency declaration. Initial order does not appear to provide explicit expiry date, but later ones indicate 21 day increments for emergency declarations.",https://www.governor.nh.gov/news-media/orders-2020/documents/2020-04.pdf,NewHampshire0001,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0002,552,33,NH,New Hampshire,SchoolClose,1,1,1,1,20200315,20200316,20200404,,,,,,,"All public K-12 schools to close to in-person instruction on 20200316 through 20200403, so expiry coded as 20200404",https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-1.pdf,NewHampshire0005,20200518,Updated DateExpiry to 20200404,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0003,552,33,NH,New Hampshire,GathRestrict50,1,1,1,1,20200316,20200316,20200406,,,,,,,"Prohibits scheduled gatherings of 50 or more, inclusive of faith-based gatherings. Initial expiry is 20200406",https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-2.pdf,NewHampshire0006,20200518,Updated DateExpiry to 20200406,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0004,552,33,NH,New Hampshire,GathRestrictAny,1,1,1,1,20200316,20200316,20200406,,,,,,,"Prohibits scheduled gatherings of 50 or more, inclusive of faith-based gatherings. Initial expiry is 20200406",https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-2.pdf,NewHampshire0006,20200518,Updated DateExpiry to 20200406,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0005,552,33,NH,New Hampshire,RestaurantRestrict,1,1,1,1,20200316,20200316,20200406,,,,,,,"Limited operations required (carry-out, delivery, pick-up, and drive-thru only): restaurants, bars. Initial expiry is 20200406",https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-2.pdf,NewHampshire0006,20200518,Updated DateExpiry to 20200406,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0006,552,33,NH,New Hampshire,GathRestrict10,1,1,1,1,20200323,20200323,20200406,,,NH0003,,,,Limits gatherings to no more than 10 people. Supercedes Section 1 of EO 2.,https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-16.pdf,NewHampshire0007,20200518,Updated DateExpiry to 20200406,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0012,552,33,NH,New Hampshire,GathRestrictAny,1,1,1,1,20200323,20200323,20200406,,NH0004,,,,,"Gathering restriction in EO 2 is superceded by this one, so adding new entry",https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-16.pdf,NewHampshire0007,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0007,552,33,NH,New Hampshire,NEBusinessClose,1,1,1,1,20200326,20200328,20200504,,,NH0008,,,,"Enacted 20200327 at 1159 pm, coded to 20200328. Businesses cannot re-open until 12:01 am 20200504",https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-17.pdf,NewHampshire0008,20200329,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0009,552,33,NH,New Hampshire,StayAtHome,1,1,1,1,20200326,20200328,20200504,,,,,,,"Enacted 20200327 at 1159 pm, coded to 20200328. Indicates it will not apply to church or other houses of worship, but they have to comply with EO 16 (banning of gathering 10+ persons)",https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-17.pdf,NewHampshire0008,20200329,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0010,552,33,NH,New Hampshire,SchoolClose,1,1,1,1,20200327,20200327,20200505,,NH0002,,,,,"All public K-12 schools shall maintain remote instruction through 20200504, so coded to 20200505",https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-19.pdf,NewHampshire0009,20200518,Updated DateExpiry to 20200505,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0011,552,33,NH,New Hampshire,EmergDec,1,1,1,1,20200403,20200403,20200424,,NH0001,,,,,"Extends state of emergency for another 21 days, so expiry of 20200424",https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/2020-05.pdf,NewHampshire0002,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0014,552,33,NH,New Hampshire,GathRestrict10,1,1,1,1,20200404,20200404,20200504,,NH0006,,,,,Extends gathering restrictions to 20200504,https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-26.pdf,NewHampshire0010,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0015,552,33,NH,New Hampshire,GathRestrictAny,1,1,1,1,20200404,20200404,20200504,,NH0012,,,,,Extends gathering restrictions to 20200504,https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-26.pdf,NewHampshire0010,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0013,552,33,NH,New Hampshire,RestaurantRestrict,1,1,1,1,20200404,20200404,20200504,,NH0005,,,,,Extends restaurant restrictions to 20200504,https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-26.pdf,NewHampshire0010,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0016,552,33,NH,New Hampshire,SchoolClose,1,1,1,1,20200416,20200416,,,NH0010,,,,,Extends public K-12 school remote instruction through the end of each school districts school year,https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-32.pdf,NewHampshire0011,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0029,552,33,NH,New Hampshire,PublicMask,0,1,1,1,20200420,20200420,,,,,,,,New Hampshire department of health recommends that all Granite Staters wear cloth face coverings when outside of the home to help slow the spread of COVID-19,https://www.dhhs.nh.gov/dphs/cdcs/covid19/covid-mask-guidance.pdf,NewHampshire0014,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0017,552,33,NH,New Hampshire,EmergDec,1,1,1,1,20200424,20200424,20200515,,NH0011,,,,,"Extends state of emergency for another 21 days, so expiry of 20200515",https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/2020-08.pdf,NewHampshire0003,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0023,552,33,NH,New Hampshire,BusinessHealthSafety,1,1,1,1,20200501,20200501,20200531,,,,,,,"Extensive business, employee, and customer health and safety guidelines required for re-opening for in-person services",https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-40-c.pdf,NewHampshire0013,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0021,552,33,NH,New Hampshire,GathRestrict10,1,1,1,1,20200501,20200501,20200531,,NH0014,,,,,Extends gathering restrictions to 20200531,https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-40.pdf,NewHampshire0012,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0022,552,33,NH,New Hampshire,GathRestrictAny,1,1,1,1,20200501,20200501,20200531,,NH0015,,,,,Extends gathering restrictions to 20200531,https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-40.pdf,NewHampshire0012,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0018,552,33,NH,New Hampshire,NEBusinessClose,1,1,1,1,20200501,20200501,20200531,,,,NH0007,,NH0023,"Eases restrictions for in-person manufacturing to resume, as well as campgrounds (private and public) and state parks. Detailed guidelines and protocols required for resuming in-person services, including CDC and OHSA guidelines for resuming services under COVID-19 for manufacturing",https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-40.pdf,NewHampshire0012,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0025,552,33,NH,New Hampshire,OtherBusinessClose,1,1,1,1,20200501,20200501,20200531,,NH0007,,,,,Extends closures of all other businsess previously under PID NH0007,https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-40-c.pdf,NewHampshire0013,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0020,552,33,NH,New Hampshire,RestaurantRestrict,1,1,1,1,20200501,20200501,20200531,,NH0013,,,,,"Extends restaurant restrictions to 20200531, with the exception of stipulations and guidelines in phased re-opening in appendix C of the EO",https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-40.pdf,NewHampshire0012,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0019,552,33,NH,New Hampshire,StayAtHome,1,1,1,1,20200501,20200501,20200531,,NH0009,,,,,Extends stay-at-home to 20200531,https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-40.pdf,NewHampshire0012,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0026,552,33,NH,New Hampshire,OtherBusinessClose,1,1,1,1,20200501,20200511,20200531,,NH0025,,,,,"Extends closures of other businesses previously under the NE business closures (e.g., close contact personal care, places of indoor amusement, fitness centers and gyms)",https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-40-c.pdf,NewHampshire0013,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0027,552,33,NH,New Hampshire,OtherBusinessClose,1,1,1,1,20200501,20200511,20200531,,,,NH0025,,NH0023,"Retail establishments may re-open physical facilities and resume in-person operations if they follow specified guidelines (e.g., staff must wear cloth face coverings, no more than 50 percent capacity operations, recommending customers to wear cloth face coverings, distancing, staff staggering, availability of alchol-based sanitizer).",https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-40-c.pdf,NewHampshire0013,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0024,552,33,NH,New Hampshire,RestaurantRestrict,1,1,1,1,20200501,20200518,20200531,,,,NH0020,,NH0023,"Eases restrictions on restaurants to allow for outdoor dining on May 18, but continues restrictions on indoor seating, no more than 6 people per table, social distancing of 6 ft plus required, employees have to wear masks and customers should bring masks or face covering, hand sanitizer must be available for customers and employees, etc.",https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/emergency-order-40-c.pdf,NewHampshire0013,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NH0028,552,33,NH,New Hampshire,EmergDec,1,1,1,1,20200515,20200515,20200605,,NH0017,,,,,"Extends state of emergency for another 21 days, so expiry of 20200605",https://www.governor.nh.gov/sites/g/files/ehbemt336/files/documents/2020-09.pdf,NewHampshire0004,20200518,,https://www.governor.nh.gov/news-and-media/emergency-orders-2020,https://www.nh.gov/covid19/
NJ0001,553,34,NJ,New Jersey,EmergDec,1,1,1,1,20200309,20200309,,,,,,,,State of Emergency declared (as well as a concurrent Public Health Emergency). Does not provide a formal expiry,https://nj.gov/infobank/eo/056murphy/pdf/EO-103.pdf,NewJersey0001,20200324,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0002,553,34,NJ,New Jersey,GathRecomAny,0,1,1,1,20200312,20200312,,,,,,,,Recommending the cancellation of all public gatherings more than 250,https://nj.gov/governor/news/news/562020/approved/20200312a.shtml,NewJersey0003,20200324,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0003,553,34,NJ,New Jersey,GathRestrict50,1,1,1,1,20200316,20200316,,,,,,,,All gatherings of persons in the state of New Jersey shall be limited to 50 or fewer,https://nj.gov/infobank/eo/056murphy/pdf/EO-104.pdf,NewJersey0002,20200324,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0004,553,34,NJ,New Jersey,GathRestrictAny,1,1,1,1,20200316,20200316,,,,NJ0002,,,,"First gathering restriction, expands recommendation.",https://nj.gov/infobank/eo/056murphy/pdf/EO-104.pdf,NewJersey0002,20200324,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0005,553,34,NJ,New Jersey,OtherBusinessClose,1,1,1,1,20200316,20200316,,,,,,,,"Closure required: casinos, racetracks, gyms, fitness centers, entertainment centers. Goes in effect at 8 pm on 20200316, in effect for as long as order is in effect",https://nj.gov/infobank/eo/056murphy/pdf/EO-104.pdf,NewJersey0002,20200324,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0006,553,34,NJ,New Jersey,RestaurantRestrict,1,1,1,1,20200316,20200316,,,,,,,,"Limited operations required (limited to delivery, take-out services): restaurants, bars",https://nj.gov/infobank/eo/056murphy/pdf/EO-104.pdf,NewJersey0002,20200324,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0007,553,34,NJ,New Jersey,SchoolClose,1,1,1,1,20200316,20200318,20200516,,,,,,,"All schools close (public, private, parochial) for preschool, elementary and secondary school. Also ceases in-person instruction at all institutions of higher education. Goes into effect 20200318, in effect until the order expires (which does not seem to have formal expiry date). ",https://nj.gov/infobank/eo/056murphy/pdf/EO-104.pdf,NewJersey0002,20200418,Updated PolicyNotes to include extension to May 15,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0012,553,34,NJ,New Jersey,GathRestrict3,1,1,1,1,20200321,20200321,,,,NJ0003,,,,"Gatherings of individuals, such as parties, celebrations, or other social events, are cancelled. Treating this as the lowest gathering restrictions - GathRestrict3 - to reflect cancellation of any type of gathering of individuals. Expansion of PID NJ0003",https://nj.gov/infobank/eo/056murphy/pdf/EO-107.pdf,NewJersey0004,20200519,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0013,553,34,NJ,New Jersey,GathRestrictAny,1,1,1,1,20200321,20200321,,,NJ0004,,,,,Extends gathering restrictions into this EO,https://nj.gov/infobank/eo/056murphy/pdf/EO-107.pdf,NewJersey0004,20200519,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0008,553,34,NJ,New Jersey,NEBusinessClose,1,1,1,1,20200321,20200321,,,NJ0005,NJ0005,,,,"(quote) The brick-and-mortar premises of all non-essential retail businesses must close to the public as long as this Order remains in effect. (quote) Also explicitly closes personal care services and libraries, further expanding OtherBusinessClose under NJ0005, which is now included in the NEBusinessClose. No expiry date provided - until it is revoked or modified by governor.  Takes effect at 9 pm 20200321. ",https://nj.gov/infobank/eo/056murphy/pdf/EO-107.pdf,NewJersey0004,20200324,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0011,553,34,NJ,New Jersey,RestaurantRestrict,1,1,1,1,20200321,20200321,,,NJ0006,,,,,"Continues restaurant restrictions, now bringing them under this EO",https://nj.gov/infobank/eo/056murphy/pdf/EO-107.pdf,NewJersey0004,20200519,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0014,553,34,NJ,New Jersey,SchoolClose,1,1,1,1,20200321,20200321,,,NJ0007,,,,,"Continues closure of schools (public, private, and parochial) for on-premises instructions, now bringing them under this EO",https://nj.gov/infobank/eo/056murphy/pdf/EO-107.pdf,NewJersey0004,20200519,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0010,553,34,NJ,New Jersey,StayAtHome,1,1,1,1,20200321,20200321,,,,,,,,(quote) All New Jersey residents shall remain home or at their place of residence unless they are(quote) - until it is revoked or modified by governor.  Takes effect at 9 pm 20200321,https://nj.gov/infobank/eo/056murphy/pdf/EO-107.pdf,NewJersey0004,20200324,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0016,553,34,NJ,New Jersey,EmergDec,1,1,1,1,20200407,20200407,,,NJ0001,,,,,Extends Public Health Emergency within NJ0001 (joint State of Emergency and Public Health Emergency declaration),https://nj.gov/infobank/eo/056murphy/pdf/EO-119.pdf,NewJersey0006,20200519,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0015,553,34,NJ,New Jersey,NEBusinessClose,1,1,1,1,20200407,20200407,,,NJ0008,NJ0008,,,,"Expands business closures to include marinas, golf courses, historic sites, recreation areas, and parks that would be under the Department of Environmental Protection's jurisdiction",https://nj.gov/infobank/eo/056murphy/pdf/EO-118.pdf,NewJersey0005,20200519,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0017,553,34,NJ,New Jersey,BusinessHealthSafety,1,1,1,1,20200408,20200410,,,,,,,,"Requires adoption of the following business health and safety protocols for essential businesses: limit capacity to 50 percent, install physical barriers between customers and cashiers, infection control practices, contactless pay options, provide sanitation materials for staff and customers, require workers and customers to wear cloth face coverings while on premises, many additional protocols.",https://nj.gov/infobank/eo/056murphy/pdf/EO-122.pdf,NewJersey0007,20200519,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0018,553,34,NJ,New Jersey,BusinessHealthSafety,1,1,1,1,20200411,20200413,,,,,,,,"Requires adoption of more specific health and safety protocols for restaurants and transportation services, including requiring the use of cloth face coverings by workers, sanitation protocols, limit occupancy of 10 percent in restaurants (among workers), ",https://nj.gov/infobank/eo/056murphy/pdf/EO-125.pdf,NewJersey0008,20200519,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0019,553,34,NJ,New Jersey,PublicMask,1,1,1,1,20200411,20200413,,,,,,,,All customers on any NJ transportation services must wear cloth face coverings ,https://nj.gov/infobank/eo/056murphy/pdf/EO-125.pdf,NewJersey0008,20200519,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0020,553,34,NJ,New Jersey,NEBusinessClose,1,1,1,1,20200429,20200502,,,,,NJ0015,,,"Eases restrictions on golf courses (public and private), if they follow requirements (researvations only, stagger tee times, frequent sanitation, golf carts are single occupant only, recommended facial coverings). Also re-opens state parks and forests to limited operations, but not campgrounds.",https://nj.gov/infobank/eo/056murphy/pdf/EO-133.pdf,NewJersey0009,20200519,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0021,553,34,NJ,New Jersey,OtherBusinessClose,1,1,1,1,20200429,20200502,,,,NJ0015,,,,"Continues closure of all other businesses under PID NJ0015, inclusive of mini golf courses and campgrounds.",https://nj.gov/infobank/eo/056murphy/pdf/EO-133.pdf,NewJersey0009,20200519,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0022,553,34,NJ,New Jersey,EmergDec,1,1,1,1,20200506,20200506,,,NJ0016,,,,,Extends public health emergency under joint emergency declarations,https://nj.gov/infobank/eo/056murphy/pdf/EO-138.pdf,NewJersey0010,20200519,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0025,553,34,NJ,New Jersey,GathRestrict10,1,1,1,1,20200513,20200518,,,,,NJ0012,,,"Gatherings of 10 or fewer people are no longer in violation of EO 107, conditional on wearing cloth face coverings or face coverings if they are not in closed vehicle",https://nj.gov/infobank/eo/056murphy/pdf/EO-142.pdf,NewJersey0011,20200519,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0023,553,34,NJ,New Jersey,GathRestrictAny,1,1,1,1,20200513,20200518,,,NJ0013,,,,,Extends gathering restrictions ,https://nj.gov/infobank/eo/056murphy/pdf/EO-142.pdf,NewJersey0011,20200519,,https://nj.gov/infobank/eo/056murphy/,
NJ0023,553,34,NJ,New Jersey,OtherBusinessClose,1,1,1,1,20200513,20200518,,,,NJ0020,NJ0021,,NJ0017,"Eases previous restrictions on closed businesses, allowing for curbside pickup for previously closed retail businesses, and construction projects to resume conditional on listed requirements (limited gatherings of workers, wearing protective masks or cloth face covering, sanitation of high-touch areas, etc).",https://nj.gov/infobank/eo/056murphy/pdf/EO-142.pdf,NewJersey0011,20200519,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0024,553,34,NJ,New Jersey,OtherBusinessClose,1,1,1,1,20200513,20200518,,,NJ0021,,,,,Continues closure of other businesses previously under PID NJ0021,https://nj.gov/infobank/eo/056murphy/pdf/EO-142.pdf,NewJersey0011,20200519,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
NJ0026,553,34,NJ,New Jersey,PublicMask,1,1,1,1,20200513,20200518,,,,NJ0019,,,,Expands requirement of using masks in gatherings of individuals. Not fully statewide since it is not required for all activities outside the home,https://nj.gov/infobank/eo/056murphy/pdf/EO-142.pdf,NewJersey0011,20200519,,https://nj.gov/infobank/eo/056murphy/,https://covid19.nj.gov/
