PID,location_id,StateFIPS,StatePostal,StateName,StatePolicy,Mandate,StateWide,SWGeo,SWPop,DateIssued,DateEnacted,DateExpiry,DateEnded,Extends,Expands,Eases,Ends,Depends,PolicyCodingNotes,PolicySource,PolicySourceID,LastUpdated,LastUpdatedNotes,UpdatingSource1,UpdatingSource2
MS0025,547,28,MS,Mississippi,OtherBusinessClose,1,1,1,1,20200424,20200427,20200511,,,,MS0015,,,"Eases restrictions on a subset of businesses under MS0015: fitness and exercise gyms, dance studios, clubs, tattoo parlors, spas, salons, barbershops and other personal care/personal grooming facilities will remain closed to the public but can conduct retail sails via drive through, curbside, and/or delivery services.",https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1477.pdf,Mississippi0009,20200428,,https://www.sos.ms.gov/Education-Publications/Pages/Executive-Orders.aspx,
MS0026,547,28,MS,Mississippi,OtherBusinessClose,1,1,1,1,20200424,20200427,20200511,,MS0015,,,,,"Other businesses previously under MS0015 have to remain closed: amusement parks, museums, playgrounds, movie theaters, bowling alleys, and social clubs",https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1477.pdf,Mississippi0009,20200428,,https://www.sos.ms.gov/Education-Publications/Pages/Executive-Orders.aspx,
MS0023,547,28,MS,Mississippi,RestaurantRestrict,1,1,1,1,20200424,20200427,20200511,,MS0018,,,,,Extends RestaurantRestrict (MS0018) to 20200511,https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1477.pdf,Mississippi0009,20200428,,https://www.sos.ms.gov/Education-Publications/Pages/Executive-Orders.aspx,
MS0020,547,28,MS,Mississippi,StayAtHome,0,1,1,1,20200424,20200427,20200511,,,,MS0012,,,"No longer mandates staying at home, encourages individuals to stay at home when engaged in essential activities. Also encourages vulnerable individuals to continue to stay at home, but does not provide a mandate to do so",https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1477.pdf,Mississippi0009,20200428,,https://www.sos.ms.gov/Education-Publications/Pages/Executive-Orders.aspx,
MS0029,547,28,MS,Mississippi,BusinessHealthSafety,1,1,1,1,20200504,20200507,20200511,,MS0014,,,,,"Expands business health and safety requirements, requiring restaurants to screen employees and customers for illness each shift, employees must wear appropriate PPE, among others. Greater detail are provided.",https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1478.pdf,Mississippi0010,20200505,,https://www.sos.ms.gov/Education-Publications/Pages/Executive-Orders.aspx,
MS0031,547,28,MS,Mississippi,OtherBusinessClose,1,1,1,1,20200504,20200507,20200511,,MS0026,,,,,"Extends closures of the following businesses: amusement parks, museums, playgrounds, movie theaters, bowling alleys, and social clubs",https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1478.pdf,Mississippi0010,20200505,,https://www.sos.ms.gov/Education-Publications/Pages/Executive-Orders.aspx,
MS0028,547,28,MS,Mississippi,RestaurantRestrict,1,1,1,1,20200504,20200507,20200511,,,,MS0023,,MS0029,"Allows the reopening of restaurants provided they undergone thorough cleaning and close by 10 pm and only allow 50% capacity, as well as screening of employees and customers. ",https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1478.pdf,Mississippi0010,20200505,,https://www.sos.ms.gov/Education-Publications/Pages/Executive-Orders.aspx,
MO0001,548,29,MO,Missouri,EmergDec,1,1,1,1,20200313,20200313,20200515,,,,,,,State of Emergency declared. Initial expiry is 20200515,https://www.sos.mo.gov/CMSImages/Library/Reference/Orders/2020/20-02.pdf,Missouri0001,20200414,Added DateExpiry,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0002,548,29,MO,Missouri,GathRecomAny,0,1,1,1,20200315,20200315,,,,,,,,Strongly urges the cancellation or suspension of public gatherings of 50 people or more,https://governor.mo.gov/press-releases/archive/governor-parsons-statement-regarding-cdc-recommendations-mass-gatherings-and,Missouri0002,20200324,,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0004,548,29,MO,Missouri,GathRestrict10,1,1,1,1,20200321,20200323,20200406,,,,,,,Orders the following (quote) every person in the State of Missouri shall avoid social gatherings of more than 10 people (quote),https://governor.mo.gov/press-releases/archive/governor-parson-directs-dhss-director-require-social-distancing-statewide,Missouri0003,20200429,Updated DateExpiry to 20200406,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0005,548,29,MO,Missouri,GathRestrictAny,1,1,1,1,20200321,20200323,20200406,20200601,,,,,,Orders the following (quote) every person in the State of Missouri shall avoid social gatherings of more than 10 people (quote),https://governor.mo.gov/press-releases/archive/governor-parson-directs-dhss-director-require-social-distancing-statewide,Missouri0003,20200429,Updated DateExpiry to 20200406,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0006,548,29,MO,Missouri,RestaurantRestrict,1,1,1,1,20200321,20200323,20200406,,,,,,,"Limited operations required (can have drive-thru, pick-up, delivery options; if dine-in services can only have 10 people or less within the restaurant and shall maintain 6 feet of distance between all individuals that are not family members): restaurants, bars",https://governor.mo.gov/press-releases/archive/governor-parson-directs-dhss-director-require-social-distancing-statewide,Missouri0003,20200429,Updated DateExpiry to 20200406,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0007,548,29,MO,Missouri,SchoolClose,1,1,1,1,20200321,20200323,20200406,,,,,,,"All schools to close on 20200324, closure is to remain through 20200406",https://governor.mo.gov/press-releases/archive/governor-parson-directs-dhss-director-require-social-distancing-statewide,Missouri0003,20200414,Updated link for PolicySource,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0003,548,29,MO,Missouri,OtherBusinessClose,1,1,1,1,20200327,20200328,20200515,,,,,,,"Requires the closure of coin-operated amusement device and slot machines for public use (essentially casinos). Epxires with Executive Order 20-02, the State of Emergency declaration",https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/amusement-device-order.pdf,Missouri0006,20200429,"Updated DateIssued to 20200327, DateEnacted to 2020038, and DateExpiry to 20200515",https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0011,548,29,MO,Missouri,GathRestrict10,1,1,1,1,20200403,20200406,20200425,,MO0004,,,,,"Extends initial GathRestrict10 through to 1159 pm on 20200424, so coded to 20200425",https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/stay-at-home-order.pdf,Missouri0004,20200429,,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0012,548,29,MO,Missouri,GathRestrictAny,1,1,1,1,20200403,20200406,20200425,,MO0005,,,,,"Extends initial GathRestrict10 through to 1159 pm on 20200424, so coded to 20200425",https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/stay-at-home-order.pdf,Missouri0004,20200429,,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0013,548,29,MO,Missouri,RestaurantRestrict,1,1,1,1,20200403,20200406,20200425,,MO0006,MO0006,,,,"Extends initial RestaurantRestrict and expands to ceasing all in-person operations at restaurants, bars, or food courts. Use of drive-thru, pickup, and delivery can continue.",https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/stay-at-home-order.pdf,Missouri0004,20200429,,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0008,548,29,MO,Missouri,SchoolClose,1,1,1,1,20200403,20200406,20200425,,MO0007,,,,,All schools shall remain closed for the duration of the order,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/stay-at-home-order.pdf,Missouri0004,20200429,Updated DateExpiry to 20200425,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0009,548,29,MO,Missouri,StayAtHome,1,1,1,1,20200403,20200406,20200425,,,,,,,"In effect at 1201 AM on 20200406, expires 1159 PM on 20200424. (quote) Individuals currently residing within the State of Missouri shall avoid leaving their homes or place of residence (quote)",https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/stay-at-home-order.pdf,Missouri0004,20200429,Updated DateExpiry to 20200425,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0020,548,29,MO,Missouri,PublicMask,1,1,1,1,20200407,20200407,,,,,,,,Recommends that individuals in the State of Missouri to wear a cloth facing covering in public settings,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/face-covering-guidance.pdf,Missouri0008,20200429,,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0016,548,29,MO,Missouri,GathRestrict10,1,1,1,1,20200416,20200425,20200504,20200504,MO0011,,,,,"Extends PID MO0011  through 1159 pm on 20200503, so expires on 20200504",https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/stay-at-home-order-extended.pdf,Missouri0005,20200429,,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0017,548,29,MO,Missouri,GathRestrictAny,1,1,1,1,20200416,20200425,20200504,20200504,MO0012,,,,,"Extends PID MO0012  through 1159 pm on 20200503, so expires on 20200504",https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/stay-at-home-order-extended.pdf,Missouri0005,20200429,,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0018,548,29,MO,Missouri,RestaurantRestrict,1,1,1,1,20200416,20200425,20200504,,MO0013,,,,,"Extends PID MO0013  through 1159 pm on 20200503, so expires on 20200504",https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/stay-at-home-order-extended.pdf,Missouri0005,20200429,,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0014,548,29,MO,Missouri,SchoolClose,1,1,1,1,20200416,20200425,,,MO0008,,,,,Extends school closure through the end of 2019-2020 academic year,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/stay-at-home-order-extended.pdf,Missouri0005,20200429,,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0015,548,29,MO,Missouri,StayAtHome,1,1,1,1,20200416,20200425,20200504,20200504,MO0009,,,,,"Extends StayAtHome through 1159 pm on 20200503, so expires on 20200504",https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/stay-at-home-order-extended.pdf,Missouri0005,20200429,,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0019,548,29,MO,Missouri,EmergDec,1,1,1,1,20200424,20200424,20200615,,MO0001,,,,,Extends original State of Emergency to 20200615,https://www.sos.mo.gov/CMSImages/Library/Reference/Orders/2020/20-09.pdf,Missouri0009,20200429,,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0023,548,29,MO,Missouri,BusinessHealthSafety,1,1,1,1,20200427,20200504,20200601,,,,,,,Requires any business that has retail sales in the public to limit the number of individuals to 10-25 percent or less of capacity,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/economic-reopening.pdf,Missouri0007,20200429,,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0026,548,29,MO,Missouri,GathRestrict10,1,1,1,1,20200427,20200504,20200601,,,,,MO0016,,(quote) every person and business in the state of Missouri shall abide by social distancing requirements (quote). Ends the 10 person gathering restriction,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/economic-reopening.pdf,Missouri0007,20200505,,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0024,548,29,MO,Missouri,GathRestrictAny,1,1,1,1,20200427,20200504,20200601,,,,,MO0017,,"(quote) every person and business in the state of Missouri shall abide by social distancing requirements (quote). Ends the 10 person gathering restriction, which then ends the gathering restriction",https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/economic-reopening.pdf,Missouri0007,20200429,,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0022,548,29,MO,Missouri,RestaurantRestrict,1,1,1,1,20200427,20200504,20200601,,,,MO0018,,,"Eases restrictions on restaurants, allowing them to provide dining-in services as long as social distancing meaures and precautionary public health measures are adhered to (eg, at least 6 ft between tables, lac of communical seating, having no more than 10 people at a single table)",https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/economic-reopening.pdf,Missouri0007,20200429,,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0021,548,29,MO,Missouri,SchoolClose,1,1,1,1,20200427,20200504,20200601,,MO0014,,,,,Extends school closure through the end of 2019-2020 academic year,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/economic-reopening.pdf,Missouri0007,20200429,,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MO0025,548,29,MO,Missouri,StayAtHome,1,1,1,1,20200427,20200504,,,,,,MO0015,,Ends stay at home order. Encourages continued social distancing,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/pdf/economic-reopening.pdf,Missouri0007,20200429,,https://governor.mo.gov/actions/executive-orders,https://health.mo.gov/living/healthcondiseases/communicable/novel-coronavirus/statewide-orders.php
MT0001,549,30,MT,Montana,EmergDec,1,1,1,1,20200312,20200312,,,,,,,,State of Emergency declaration. Does not appear to include formal expiry.,http://governor.mt.gov/Portals/16/docs/2020EOs/EO-02-2020_COVID-19%20Emergency%20Declaration.pdf?ver=2020-03-13-103433-047,Montana0001,20200324,,https://news.mt.gov/,https://covid19.mt.gov/
MT0002,549,30,MT,Montana,GathRecomAny,0,1,1,1,20200315,20200315,,,,,,,,"Strongly recommends limiting all gatherings, especially those gatherings of more than 50 people. Not a formal restriction.",http://governor.mt.gov/Portals/16/2020-03-15_Governor%20Directive%20re%20COVID-19.pdf?ver=2020-03-15-170323-930,Montana0002,20200324,,https://news.mt.gov/,https://covid19.mt.gov/
MT0003,549,30,MT,Montana,SchoolClose,1,1,1,1,20200315,20200315,20200328,,,,,,,"All non-residential public schools are closed through 20200327, so expiry is 20200328. EO indicates effective immediately, while press release indicates starting on 20200316.",http://governor.mt.gov/Portals/16/2020-03-15_Governor%20Directive%20re%20COVID-19.pdf?ver=2020-03-15-170323-930,Montana0002,20200427,Updated DateExpiry to 20200328 as schools are to be closed through 20200327,https://news.mt.gov/,https://covid19.mt.gov/
MT0004,549,30,MT,Montana,OtherBusinessClose,1,1,1,1,20200320,20200320,20200328,,,,,,,"Closure required: casinos, fitness centers, entertainment venues, indoor facilities in ski areas, bowling alleys, music halls. In effect at 8 pm on 20200320. Initial expiry is 20200327 at 1159 pm, so 20200328. http://governor.mt.gov/Portals/16/Closure%20Extensions%20and%20Social%20Distancing.pdf?ver=2020-03-24-164313-497",http://governor.mt.gov/Portals/16/Directive%20on%20Bars%20and%20Restaurants.pdf?ver=2020-03-20-101314-937,Montana0003,20200427,Updated DateExpiry to 20200328,https://news.mt.gov/,https://covid19.mt.gov/
MT0005,549,30,MT,Montana,RestaurantRestrict,1,1,1,1,20200320,20200320,20200328,,,,,,,"Limited operations required (delivery, window service, drive through): restaurants, bars, food establishments. In effect at 8 pm on 20200320, Initial expiry is 20200327 at 1159 pm, so 20200328. ",http://governor.mt.gov/Portals/16/Directive%20on%20Bars%20and%20Restaurants.pdf?ver=2020-03-20-101314-937,Montana0003,20200427,Updated DateExpiry to 20200328,https://news.mt.gov/,https://covid19.mt.gov/
MT0006,549,30,MT,Montana,GathRestrict10,1,1,1,1,20200324,20200324,,,,,,,,Non-essential social and recreational gatherings greater than 10 are prohibited immediately. No clearcut expiries (expires with State of Emergency),http://governor.mt.gov/Portals/16/Closure%20Extensions%20and%20Social%20Distancing.pdf?ver=2020-03-24-164313-497,Montana0004,20200326,,https://news.mt.gov/,https://covid19.mt.gov/
MT0007,549,30,MT,Montana,GathRestrictAny,1,1,1,1,20200324,20200324,,,,MT0002,,,,Non-essential social and recreational gatherings greater than 10 are prohibited immediately. Expands the GathRecomAny under PID MT0002.  No clearcut expiries (expires with State of Emergency),http://governor.mt.gov/Portals/16/Closure%20Extensions%20and%20Social%20Distancing.pdf?ver=2020-03-24-164313-497,Montana0004,20200403,,https://news.mt.gov/,https://covid19.mt.gov/
MT0012,549,30,MT,Montana,OtherBusinessClose,1,1,1,1,20200324,20200328,20200411,,MT0004,,,,,"Extends closure of businesses under PID MT0004 through 20200410, so expiry is 20200411",http://governor.mt.gov/Portals/16/Closure%20Extensions%20and%20Social%20Distancing.pdf?ver=2020-03-24-164313-497,Montana0004,20200427,,https://news.mt.gov/,https://covid19.mt.gov/
MT0013,549,30,MT,Montana,RestaurantRestrict,1,1,1,1,20200324,20200328,20200411,,MT0005,,,,,"Extends limited operations of restaurants under PID MT0005 through 20200410, so expiry is 20200411",http://governor.mt.gov/Portals/16/Closure%20Extensions%20and%20Social%20Distancing.pdf?ver=2020-03-24-164313-497,Montana0004,20200427,,https://news.mt.gov/,https://covid19.mt.gov/
MT0011,549,30,MT,Montana,SchoolClose,1,1,1,1,20200324,20200324,20200411,,MT0003,,,,,"Non-residential public school closure extended through 20200410, so expiry is 20200411",http://governor.mt.gov/Portals/16/Closure%20Extensions%20and%20Social%20Distancing.pdf?ver=2020-03-24-164313-497,Montana0004,20200427,,https://news.mt.gov/,https://covid19.mt.gov/
MT0008,549,30,MT,Montana,NEBusinessClose,1,1,1,1,20200326,20200328,20200411,,,MT0012,,,,"(quote) All businesses and opreations in the State, except Esssential Businesses and Operations as defined below, are required to cease all activities (quote). In effect at 1201 am 20200328, initial expiry is through 20200410 (so coded to 20200411) Expands MT0012 other business closure.",https://covid19.mt.gov/Portals/223/Documents/Stay%20at%20Home%20Directive.pdf?ver=2020-03-26-173332-177,Montana0005,20200427,Updated DateExpiry to 20200411,https://news.mt.gov/,https://covid19.mt.gov/
MT0009,549,30,MT,Montana,StayAtHome,1,1,1,1,20200326,20200328,20200411,20200426,,,,,,"In effect at 1201 am 20200328, initial expiry is through 20200410, so coded to 20200411.",https://covid19.mt.gov/Portals/223/Documents/Stay%20at%20Home%20Directive.pdf?ver=2020-03-26-173332-177,Montana0005,20200427,Updated DateExpiry to 20200411,https://news.mt.gov/,https://covid19.mt.gov/
MT0010,549,30,MT,Montana,Quarantine,1,1,1,1,20200330,20200330,20200411,,,,,,,"Any person coming to Montana must self-quarantine for 14 days irrespective of point of origin, anyone who has already arrived must self-quarantine for the remainder of the 14 day period. Effective through 20200410, so coded to 20200411",http://governor.mt.gov/Portals/16/Quarantine%20for%20Travelers.pdf?ver=2020-03-30-170637-190,Montana0006,20200427,Updated DateExpiry to 20200411,https://news.mt.gov/,https://covid19.mt.gov/
MT0015,549,30,MT,Montana,NEBusinessClose,1,1,1,1,20200407,20200407,20200424,,MT0008,,,,,"Extends NEBusinessClose through 20200424, but later in EO indicates it expires April 24, 2020 so coded to 20200424 for expiry",http://governor.mt.gov/Portals/16/Extension%20of%20Directives.pdf?ver=2020-04-07-172755-170,Montana0007,20200427,,https://news.mt.gov/,https://covid19.mt.gov/
MT0018,549,30,MT,Montana,Quarantine,1,1,1,1,20200407,20200407,20200424,,MT0010,,,,,"Extends travel quarantine mandate tthrough 20200424, but later in EO indicates it expires April 24, 2020 so coded to 20200424 for expiry",http://governor.mt.gov/Portals/16/Extension%20of%20Directives.pdf?ver=2020-04-07-172755-170,Montana0007,20200427,,https://news.mt.gov/,https://covid19.mt.gov/
MT0016,549,30,MT,Montana,RestaurantRestrict,1,1,1,1,20200407,20200407,20200424,,MT0013,,,,,"Extends restaurant restrictions through 20200424, but later in EO indicates it expires April 24, 2020 so coded to 20200424 for expiry",http://governor.mt.gov/Portals/16/Extension%20of%20Directives.pdf?ver=2020-04-07-172755-170,Montana0007,20200427,,https://news.mt.gov/,https://covid19.mt.gov/
MT0017,549,30,MT,Montana,SchoolClose,1,1,1,1,20200407,20200407,20200424,,MT0011,,,,,"Extends non-residential public school closure through 20200424, but later in EO indicates it expires April 24, 2020 so coded to 20200424 for expiry",http://governor.mt.gov/Portals/16/Extension%20of%20Directives.pdf?ver=2020-04-07-172755-170,Montana0007,20200427,,https://news.mt.gov/,https://covid19.mt.gov/
MT0014,549,30,MT,Montana,StayAtHome,1,1,1,1,20200407,20200407,20200424,,MT0009,,,,,"Extends StayAtHome through 20200424, but later in EO indicates it expires April 24, 2020 so coded to 20200424 for expiry",http://governor.mt.gov/Portals/16/Extension%20of%20Directives.pdf?ver=2020-04-07-172755-170,Montana0007,20200427,,https://news.mt.gov/,https://covid19.mt.gov/
MT0028,549,30,MT,Montana,BusinessHealthSafety,1,1,1,1,20200422,20200427,,,,,,,,"Mandates for re-opening for Phase One per type of business, as detailed in EO's appendices. Broader mandates include reduced capacity and strict distancing. Business type specific mandates are detailed within the EO: ",https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977,Montana0008,20200427,,https://news.mt.gov/,https://covid19.mt.gov/
MT0021,549,30,MT,Montana,NEBusinessClose,1,1,1,1,20200422,20200422,20200427,,MT0015,,,,,"Extends NEBusinessClose to 20200427, but is clear that the EO is easing it on 20200427 as well. Currently breaking into two entries for extending and easing",https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977,Montana0008,20200427,FLAG: No idea if I'm coding this right. Maybe the two separate entries can be combined?,https://news.mt.gov/,https://covid19.mt.gov/
MT0022,549,30,MT,Montana,NEBusinessClose,1,1,1,1,20200422,20200427,,,,,MT0021,,MT0028,"Extends NEBusinessClose to 20200427, but is clear that the EO is easing it on 20200427 as well. Currently breaking into two entries for extending and easing. For 20200427, included businesses eligible for re-opening are main street and retail businesses if they adhere to re-opening guidelines",https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977,Montana0008,20200427,FLAG: No idea if I'm coding this right. Maybe the two separate entries can be combined?,https://news.mt.gov/,https://covid19.mt.gov/
MT0029,549,30,MT,Montana,OtherBusinessClose,1,1,1,1,20200422,20200504,,,,,MT0004,,MT0028,"Easing restrictions for casinos to open, conditional on following Phase One general and specific guidelines under the EO",https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977,Montana0008,20200427,,https://news.mt.gov/,https://covid19.mt.gov/
MT0030,549,30,MT,Montana,OtherBusinessClose,1,1,1,1,20200422,20200422,,,MT0004,,,,,"Extends closure of gyms, pools, hot tubs, places of assembly (eg, movie and performance theaters, concert halls, bowling alleys, bingo halls, and music halls)",https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977,Montana0008,20200427,,https://news.mt.gov/,https://covid19.mt.gov/
MT0025,549,30,MT,Montana,Quarantine,1,1,1,1,20200422,20200422,,,MT0018,,,,,Extended Quarantine through the end of the state of emergency (which does not have an explicit date at present),https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977,Montana0008,20200427,,https://news.mt.gov/,https://covid19.mt.gov/
MT0023,549,30,MT,Montana,RestaurantRestrict,1,1,1,1,20200422,20200422,20200504,,MT0016,,,,,"Extends restaurant restrictions to 20200504, but it is clear the EO is easing it on 20200504 as well. Currently breaking into two entries for extending and easing",https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977,Montana0008,20200427,FLAG: No idea if I'm coding this right. Maybe the two separate entries can be combined?,https://news.mt.gov/,https://covid19.mt.gov/
MT0024,549,30,MT,Montana,RestaurantRestrict,1,1,1,1,20200422,20200504,,,,,MT0023,,MT0028,"Extends restaurant restrictions to 20200504, but it is clear the EO is easing it on 20200504 as well. Currently breaking into two entries for extending and easing. Must follow strict physical distanccing and reduced capacity protocols, as well as closing operations strictly by 1130 pm and expansions for delivery as possible",https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977,Montana0008,20200427,FLAG: No idea if I'm coding this right. Maybe the two separate entries can be combined?,https://news.mt.gov/,https://covid19.mt.gov/
MT0031,549,30,MT,Montana,SchoolClose,1,1,1,1,20200422,20200422,20200507,,MT0017,,,,,"Extends closure of non-residential public schools through 20200506, so expiry is coded as 20200507",https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977,Montana0008,20200427,,https://news.mt.gov/,https://covid19.mt.gov/
MT0032,549,30,MT,Montana,SchoolClose,0,1,1,1,20200422,20200507,,,,,MT0031,,MT0033,"Eases restriction on in-person instruction starting on 20200507. All schools have the option to return to in-classroom teaching delivery, per discretion of local schoolboards. Re-opening will require clear re-opening guidelines and adherance ",https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977,Montana0008,20200427,Will want second eyes on this...,https://news.mt.gov/,https://covid19.mt.gov/
MT0033,549,30,MT,Montana,SchoolHealthSafety,1,1,1,1,20200422,20200507,,,,,,,,Requirements for school re-opening are detailed per EO (Appendix A),https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977,Montana0008,20200427,Will want second eyes on this...,https://news.mt.gov/,https://covid19.mt.gov/
MT0019,549,30,MT,Montana,StayAtHome,1,1,1,1,20200422,20200422,20200426,,MT0014,,,,,"Extends StayAtHome order for individuals until 20200426, but is clear that EO is ending too on 20200426 (quote) lifting the Stay At Home directive (quote), so breaking into two entries for extension and ending",https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977,Montana0008,20200427,FLAG: No idea if I'm coding this right. Maybe the two separate entries can be combined?,https://news.mt.gov/,https://covid19.mt.gov/
MT0020,549,30,MT,Montana,StayAtHome,1,1,1,1,20200422,20200426,,,,,,MT0019,,"Extends StayAtHome order for individuals until 20200426, but is clear that EO is ending too on 20200426 (quote) lifting the Stay At Home directive (quote), so breaking into two entries for extension and ending",https://covid19.mt.gov/Portals/223/Documents/04-22-20%20Directive%20and%20Appx%20-%20Reopening%20Phase%20One.pdf?ver=2020-04-22-124954-977,Montana0008,20200427,FLAG: No idea if I'm coding this right. Maybe the two separate entries can be combined?,https://news.mt.gov/,https://covid19.mt.gov/
